shortcode,url,type,taken_at,timestamp,views,likes,comments,duration,caption,thumbnail
DMX0y5Vsqlg,https://www.instagram.com/reel/DMX0y5Vsqlg/,clips,2025-07-21T13:59:42.000Z,1753106382,474570,27268,1153,114.4260025024414,"Criar vídeos em formatos virais validados é a habilidade mais requisitada do digital - se você quer aprender com esse casal, escreve CRIADOR CRIATIVO:",https://scontent-for2-1.cdninstagram.com/v/t51.71878-15/521965076_1246533903515127_1848535410385907478_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=101&ig_cache_key=MzY4MTY0MzQxNjM1ODM5ODMwNA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjY0MC5zZHIudmlkZW9fbmZyYW1lX2NvdmVyX2ZyYW1lLkMzIn0%3D&_nc_ohc=4rOgs8NYe3sQ7kNvwFUjMUK&_nc_oc=Adoolg0SURLt7m8RZgfFeAFXwoyWbV5AXZUXCwlbxD6Kcj_zPJEPrPxy6DqKI50wEsY&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent-for2-1.cdninstagram.com&_nc_gid=sDBZZJ648YFaoXF_7wIPWg&_nc_ss=7a22e&oh=00_Af4wN4JA2MRSKA0SK2aWGkAw7vOBJrGBez9lrylqui8krw&oe=6A1BD7F4
DMAyG3xMSFI,https://www.instagram.com/reel/DMAyG3xMSFI/,clips,2025-07-12T15:12:08.000Z,1752333128,435889,21652,2773,99.7509994506836,"Talvez você já tenha tentado “de tudo” pra crescer nas redes sociais. Mas eu tenho plena convicção que você apenas não aplicou os princípios certos.  Conteúdo pra mim tem base científica, é pura psicologia. Se você sabe se conectar com a mente humana, respeitando o que o algoritmo gosta, não vai ter erro.  Quer aprender? Escreve Criador Estrategista nos comentários.",https://scontent-for2-2.cdninstagram.com/v/t51.71878-15/517438611_1253390869564778_8488262163176694972_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=100&ig_cache_key=MzY3NTE1NzY3MDQ1Nzg0NDA0MA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjY0MC5zZHIudmlkZW9fZGVmYXVsdF9jb3Zlcl9mcmFtZS5DMyJ9&_nc_ohc=O9U8h6-28KIQ7kNvwGV_Cqw&_nc_oc=AdpRtYDlnpSEU5LrdtBqfzZw8gpndO9QDxIS1uMsjhAHSwESPqDrmuKyouB_T1O0yNM&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent-for2-2.cdninstagram.com&_nc_gid=-sLf6mKLdUIh2-7Z2Z86VQ&_nc_ss=7a22e&oh=00_Af59WKauyv2TpVV3Ns44kELJZn5weN5-3-wYPXHl1Cen-g&oe=6A1BEC7B
DL-4XWJSAht,https://www.instagram.com/reel/DL-4XWJSAht/,clips,2025-07-11T21:41:12.000Z,1752270072,436025,27541,1171,128.58999633789062,"O que te impede de crescer não é o número de seguidores, você só não entendeu ainda o que o algoritmo gosta de entregar.  Na semana do Criador Estrategista, eu vou revelar os meus truques. Quer aprender comigo? Escreve o nome do evento aqui em baixo 🧡",https://scontent-for2-1.cdninstagram.com/v/t51.71878-15/519677691_1430105834860501_1009862776668514993_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=102&ig_cache_key=MzY3NDYyMjI0MDkxMTUyNTk5Nw%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjY0MC5zZHIudmlkZW9fbmZyYW1lX2NvdmVyX2ZyYW1lLkMzIn0%3D&_nc_ohc=mg3WqO2E_VAQ7kNvwEoPMRP&_nc_oc=AdpCpoS_63pvrRbQ-17XaLx3lCm0HZulEkFsQ0U7yoBMW0I3VHZahcjEIhV472zNIwI&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent-for2-1.cdninstagram.com&_nc_gid=-sLf6mKLdUIh2-7Z2Z86VQ&_nc_ss=7a22e&oh=00_Af68eHAVKGaI-IYqqMkvEUE089VLTLT_eZ5Z4QqprDSoKg&oe=6A1BE961
DL55IbfSTlL,https://www.instagram.com/reel/DL55IbfSTlL/,clips,2025-07-09T23:03:39.000Z,1752102219,243852,5608,336,98.68299865722656,"Esqueça todas as regrinhas. Você pode se vestir como quiser, ser quem você é e ainda ter muito resultado na internet.   Você só não pode ignorar os princípios e é isso que eu vou te entregar na semana do Criador Estrategista.",https://scontent-for2-1.cdninstagram.com/v/t51.71878-15/504449232_640904664955768_2165789752269279111_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=104&ig_cache_key=MzY3MzIxODIzOTAyMDIxODY5OQ%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjY0MC5zZHIudmlkZW9fbmZyYW1lX2NvdmVyX2ZyYW1lLkMzIn0%3D&_nc_ohc=-eQnxIMn53MQ7kNvwFdgnm5&_nc_oc=AdodZaHK1ZhzhHfjePxQeBefVCfNCpfls1kL2kxpXf_GCYXKzyJgmTMQ7oc4ahCdELo&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent-for2-1.cdninstagram.com&_nc_gid=-sLf6mKLdUIh2-7Z2Z86VQ&_nc_ss=7a22e&oh=00_Af7_v3aeWGX2soxQr1wzQmYjYg8faQlYY4NUqAYRomjIoQ&oe=6A1BC2BA
DLvghDGStdn,https://www.instagram.com/reel/DLvghDGStdn/,clips,2025-07-05T22:09:32.000Z,1751753372,301788,19115,115,99.56600189208984,"se você conhece essa história você com certeza chorou também. Mas porque a gente chora em Marley e Eu sendo que sabemos que nenhum cachorro morreu nas gravações? storytelling e neurociência explicam se você quer aprender a usar no seu conteúdo, a semana do criador estratégico é pra você!",https://scontent-for2-1.cdninstagram.com/v/t51.71878-15/515784191_1933544197401670_6296273054491175738_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=111&ig_cache_key=MzY3MDI5NTIyOTg4ODEyNDc3NQ%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjY0MC5zZHIudmlkZW9fbmZyYW1lX2NvdmVyX2ZyYW1lLkMzIn0%3D&_nc_ohc=_3JQI_WfD2MQ7kNvwEwPaXQ&_nc_oc=AdrehNZP2sIE-ddGwmmptoL5JEGCdROEGtNdK5e5c6NZ0-sqpc3iWYbD4SvG0kqxoEw&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent-for2-1.cdninstagram.com&_nc_gid=-sLf6mKLdUIh2-7Z2Z86VQ&_nc_ss=7a22e&oh=00_Af4Bj2auKHIDUo5JwUTtZToUdWnok_WTF5PhBgJKaXacSQ&oe=6A1BE2F0
DLkoDyHRGlo,https://www.instagram.com/reel/DLkoDyHRGlo/,clips,2025-07-01T16:45:02.000Z,1751388302,937206,41562,372,104.60399627685547,"eai, adivinhou? 👀 na semana do Criador Estrategista eu vou te mostrar como gerar atenção e desejo encontrando o seu Formato Criativo- quer aprender cmg? Toca no link da bio!",https://scontent-for2-2.cdninstagram.com/v/t51.71878-15/514403844_706591205574471_7947147646896960815_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=100&ig_cache_key=MzY2NzIzMjE3ODQxNDMxNTg4MA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjY0MC5zZHIudmlkZW9fZGVmYXVsdF9jb3Zlcl9mcmFtZS5DMyJ9&_nc_ohc=o-dypHNz1bMQ7kNvwFq3CLN&_nc_oc=AdoQ_PYoNTwPy2i5_vaFRpcxO4utWeHq5SL3zxS00MqGvJxZssnGwj5SaJKLNKmgWGQ&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent-for2-2.cdninstagram.com&_nc_gid=-sLf6mKLdUIh2-7Z2Z86VQ&_nc_ss=7a22e&oh=00_Af5K9LHbdxfp5Nb72C1TOnjPZ8b9zwY6gGDa-7ZJl0oc9A&oe=6A1BBE34
DLhrv36sVCg,https://www.instagram.com/reel/DLhrv36sVCg/,clips,2025-06-30T13:20:15.000Z,1751289615,1372888,94706,493,111.38400268554688,"Você está a 1 Formato Criativo de mudar sua carreira (e sua vida) - pra aprender a encontrar o seu, participa da semana do criador estratégico! 🩵 mas a pergunta é… Será que ela topa me dar umas aulas de canto?",https://scontent-for2-1.cdninstagram.com/v/t51.75761-15/514760683_18488603005070133_5541208277147525151_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=111&ig_cache_key=MzY2NjQwMzk3NzUxMjE3NzgyNDE4NDg4NjAyOTk5MDcwMTMz.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjcyMC5zZHIudmlkZW9fZGVmYXVsdF9jb3Zlcl9mcmFtZS5DMyJ9&_nc_ohc=kgdEvcSiSUIQ7kNvwHvP7db&_nc_oc=AdoRCSET5Eq6meJsOZIiwkvTO9SSC-BjenlS7Gl0elSHJBY2CQABiw7xI__M_jyZzew&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent-for2-1.cdninstagram.com&_nc_gid=-sLf6mKLdUIh2-7Z2Z86VQ&_nc_ss=7a22e&oh=00_Af7DB9uxfYJM1QTDBeJSZmdm5Dn2XfD2I5ffvFF1dimf9g&oe=6A1BEB77
DLgEevyyHus,https://www.instagram.com/reel/DLgEevyyHus/,clips,2025-06-29T22:16:56.000Z,1751235416,758783,74742,323,109.4800033569336,"o REAL ENGAJAMENTO não é sobre a quantidade de likes seu post tem, mas sim sobre o quanto você consegue gerar debates internos na mente do seu público! E o melhor é que você não precisa ser um gênio pra aprender a fazer isso. 🤭",https://scontent-for2-2.cdninstagram.com/v/t51.71878-15/510442338_1790608581857106_4524610644745600089_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=105&ig_cache_key=MzY2NTk0OTgwMTc2Nzc5NTYyOA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjY0MC5zZHIudmlkZW9fZGVmYXVsdF9jb3Zlcl9mcmFtZS5DMyJ9&_nc_ohc=c0_khYxGmiwQ7kNvwE1_yBL&_nc_oc=AdoZdEPPKUzo_cfDq8jsBQVsZIf4HGiio8F1-ASbGlryUkYTMxYLmYCf9ofaCHvfL3I&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent-for2-2.cdninstagram.com&_nc_gid=-sLf6mKLdUIh2-7Z2Z86VQ&_nc_ss=7a22e&oh=00_Af7cNS4oKMLo4Dr0c4_94qPinp9QGVDq73Lqyd24aV_wUw&oe=6A1BCB81
DLc04nPsitL,https://www.instagram.com/reel/DLc04nPsitL/,clips,2025-06-28T16:04:13.000Z,1751126653,2343617,113548,334,123.64399719238281,"Simplesmente o criador do Formato mais copiado que eu já vi! @arthurpaek foi um gênio, e aqui vão 3 coisas que eu acho que você pode aprender com esse movimento todo 🔥 Pra você aprender mais comigo, se inscreve na semana que vou te contar tudo.",https://scontent-for2-2.cdninstagram.com/v/t51.71878-15/502309519_1489073208759090_1531438950264037443_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=103&ig_cache_key=MzY2NTAzNjc4NTYyMTI4MTYxMQ%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjY0MC5zZHIudmlkZW9fZGVmYXVsdF9jb3Zlcl9mcmFtZS5DMyJ9&_nc_ohc=jsdgVHJg0lEQ7kNvwHAWcSp&_nc_oc=Ado5P4eFNqDiXVOo1wb0dj3EZKeR-1hsKgMk12GPHCXt6qZY4URdAOENzQvi06gCiKg&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent-for2-2.cdninstagram.com&_nc_gid=-sLf6mKLdUIh2-7Z2Z86VQ&_nc_ss=7a22e&oh=00_Af7Y1QsIP6DqOUBFadf5S-uaqHIcT046Zu7zxDNRB1ekwg&oe=6A1BC422
DLKq9v3sRIH,https://www.instagram.com/reel/DLKq9v3sRIH/,clips,2025-06-21T15:03:57.000Z,1750518237,144564,5148,106,82.08100128173828,"Outro dia ouvi uma história sobre platão, um dos 3 grandes pensadores. Depois que seu mestre (sócrates) morreu, ele fez uma viagem de mais de 12 anos pra buscar conhecimentos profundos sobre filosofia, matemática, política e religião.  Nesses lugares ele tinha acesso a conhecimentos que passavam boca a boca ou livros raros que eram inscritos em pedra.  Enquanto hoje livros incríveis custam 30 reais, temos inteligências artificiais que praticamente nos permitem conversar com um autor se houver conhecimento prévio.  Estamos vivendo o melhor momento da história pra buscar a verdade e mudar o mundo. Não seja mais um desperdiçando essa oportunidade.   Ser CDF é o novo hype.",https://scontent-for2-2.cdninstagram.com/v/t51.71878-15/509182267_1777213513171380_5874620541559716466_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=109&ig_cache_key=MzY1OTkyNjYwODQzMzcxMzY3MQ%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNMSVBTLnhwaWRzLjY0MC5zZHIudmlkZW9fbmZyYW1lX2NvdmVyX2ZyYW1lLkMzIn0%3D&_nc_ohc=y18iBgwJqcsQ7kNvwHrWfkq&_nc_oc=AdrvTBnyQiFEByGmTT2PCAnuleIEdycxRK9gAIwpzTkzNmbFxwopSipBa0SVZfL4Sjk&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent-for2-2.cdninstagram.com&_nc_gid=-sLf6mKLdUIh2-7Z2Z86VQ&_nc_ss=7a22e&oh=00_Af6msJPDxphfp-gE9c3xX-s8FD6w_kWeos5w20lwi6S6nw&oe=6A1BEC00
